OTU	Sample	Abundance	Warming	Domain	Phylum	Class	Order	Family	Genus
OTU3433	X16_6N_N_N_1	0	0	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X10_23N_N_N_1	0	0	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X12_20N_H_N_1	0	1	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X15_1N_H_N_1	0	1	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X11_23N_N_N_1	0	0	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X12_6N_N_N_1	0	0	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X09_3S_N_C_1	0	0	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X16_16N_H_N_1	0	1	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X15_23N_N_N_1	0	0	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X13_10N_H_N_1	0	1	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X13_23N_N_N_1	0	0	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X15_19N_N_N_1	0	0	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X10_19N_N_N_1	0	0	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X13_1N_H_N_1	0	1	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X13_6N_N_N_1	0	0	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X15_10N_H_N_1	0	1	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X16_20N_H_N_1	0	1	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X09_16S_H_C_1	0	1	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X10_16N_H_N_1	0	1	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X15_20N_H_N_1	0	1	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X11_20N_H_N_1	0	1	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X10_10N_H_N_1	0	1	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X15_3N_N_N_1	0	0	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3433	X10_20N_H_N_1	0	1	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU3468	X11_19N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X10_1N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X13_20N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X10_10N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X16_3N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X10_6N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X11_20N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X09_16S_H_C_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X10_16N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X15_23N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X15_19N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X14_20N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X10_19N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X11_10N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X14_1N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X12_3N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X16_23N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X09_10S_H_C_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X12_23N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X16_16N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X13_10N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X10_23N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X14_23N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X14_6N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X11_23N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X13_16N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X13_1N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X12_20N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X11_6N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X09_20S_H_C_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X15_16N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X12_6N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X14_19N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X10_20N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X15_3N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X15_1N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X09_23S_N_C_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X12_16N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X15_6N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X16_1N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X11_1N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X09_1S_H_C_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X09_6S_N_C_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X16_20N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X13_19N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X14_3N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X13_3N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X12_10N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X11_3N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X14_16N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X16_19N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X16_10N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X12_1N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X13_23N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X14_10N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X09_3S_N_C_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X12_19N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X09_19S_N_C_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X15_10N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X10_3N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X15_20N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X13_6N_N_N_1	0	0	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3468	X11_16N_H_N_1	0	1	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
OTU3510	X10_10N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X12_1N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X11_16N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X10_16N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X09_23S_N_C_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X13_6N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X13_10N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X16_23N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X15_23N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X12_20N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X11_1N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X16_3N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X10_23N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X11_20N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X09_6S_N_C_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X11_19N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X13_3N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X15_19N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X15_1N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X09_1S_H_C_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X12_3N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X15_16N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X14_19N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X11_10N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X10_1N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X14_3N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X14_1N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X13_20N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X12_23N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X14_16N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X14_10N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X10_6N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X10_19N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X09_20S_H_C_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X12_19N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X09_19S_N_C_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X12_6N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X16_16N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X13_1N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X15_3N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X15_6N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X15_10N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X09_3S_N_C_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X13_16N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X13_23N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X14_23N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X11_23N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X11_6N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X09_10S_H_C_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X16_19N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X12_10N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X10_20N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X11_3N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X16_10N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X10_3N_N_N_1	0	0	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU3510	X15_20N_H_N_1	0	1	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
